날짜,S&P 500,러셀 3000,니케이 225,항셍,홍콩 H,대만 가권,상해종합,영국 FTSE 100,프랑스 CAC 40,독일 DAX,KOSPI,인도 SENSEX,에너지,화학,금속및광물,기타 소재,건설,기타자본재,상업서비스,운송,자동차및부품,내구소비재및의류,소비자서비스,미디어,유통,음식료및담배,생활용품,의료,은행,보험,증권,기타금융,소프트웨어,하드웨어,반도체,디스플레이,통신서비스,유틸리티,블루칩30,모멘텀,경기방어주,고배당주,베타플러스,Low Vol,배당성장,Big Vol 지수,FnGuide 컨트래리안,FnGuide 퀄리티밸류 지수,대형가치,대형성장,대형순수가치,대형순수성장,중형가치,중형성장,중형순수가치,중형순수성장,소형가치,소형성장,소형순수가치,소형순수성장,중대형가치,중대형성장,중대형순수가치,중대형순수성장,중소형가치,중소형순수가치,중소형성장,중소형순수성장,채권,20년채권,채권인버스,현금
2010-06-01,1030.71,607.92,9382.64,20128.99,11466.2402,7329.37,2398.37,4916.87,3442.89,5965.52,1698.29,17700.9,5620.35,8957.93,6692.57,2064.9,6561.29,8112.2,6126.64,7336.7,10201.03,4472.4,2874.96,1324.54,8316.86,4157.91,19293.3,3107.31,3065.54,9503.3,2561.27,220.11,1468.23,1225.09,4194.6,849.99,667.4,1583.0,6457.31,13840.82,2520.16,8965.43,4378.96,7173.93,10886.73,8592.02,17496.57,11325.34,4613.01,2536.65,11260.64,2619.14,7283.93,2040.56,13826.59,1323.97,3930.66,643.79,17899.4,995.29,4775.18,2558.83,11324.51,3038.28,5460.0,13177.16,1199.09,1182.31,181.47068825585706,305.4293454114726,55.105318088070035,147.9405584682615
2010-07-01,1101.6,649.39,9537.3,21029.81,11905.0,7760.63,2637.5,5258.02,3643.14,6147.97,1759.33,17868.29,6059.55,9579.61,7128.18,2027.91,6953.13,8931.17,6438.82,6905.63,10205.87,4453.2,2960.47,1267.29,8765.9,4199.46,19340.71,3029.79,3260.5,9865.13,2849.87,228.65,1446.23,1198.03,4287.16,769.89,663.94,1650.99,6554.83,13912.65,2493.61,9281.04,4535.34,7212.87,11199.08,8520.31,17810.51,11597.19,4797.79,2628.09,11683.52,2811.55,7569.74,2062.69,14193.22,1331.15,3894.07,621.78,17702.12,961.81,4937.51,2661.9,11748.93,3228.93,5560.82,13236.0,1188.23,1159.95,183.8133316737341,313.3150491858019,54.40301804522997,148.79349540122183
2010-08-01,1049.33,617.48,8824.06,20536.49,11402.9004,7616.28,2638.8,5225.22,3490.79,5925.22,1742.75,17971.12,6286.44,10610.19,7200.03,1999.96,7263.22,9076.21,6431.83,6799.78,10106.99,4784.77,3050.32,1247.11,9113.15,4220.18,21389.35,3246.48,3065.91,9061.31,2738.99,232.44,1517.35,1106.82,4004.17,700.51,656.04,1483.05,6699.17,14070.5,2486.43,9250.76,4553.04,7209.92,11557.05,8633.07,17226.55,11659.56,4673.04,2636.93,11563.97,2926.4,7544.8,2075.11,14070.92,1343.17,3802.0,594.85,17190.59,931.85,4823.6,2664.98,11786.53,3361.66,5505.55,13086.42,1168.38,1125.04,191.5572525483936,339.71451572766864,52.20371386081387,150.49936926714253
2010-09-01,1141.2,674.75,9369.35,22358.17,12406.0996,8237.78,2655.66,5548.62,3715.18,6229.02,1872.81,20069.12,7254.21,10634.77,7797.71,2193.25,8100.81,10053.48,6673.4,7516.16,11556.34,4868.37,3338.41,1389.68,9955.71,4559.55,22395.96,3401.34,3105.8,9072.12,3054.85,247.02,1579.24,1131.7,4136.32,808.35,683.88,1532.06,7251.65,15722.01,2576.34,10229.74,4958.16,7891.25,12520.01,9306.35,19186.31,12737.08,4995.41,2801.87,12546.08,3157.14,8365.12,2253.0,15498.08,1475.85,4167.19,646.47,18624.0,1010.59,5169.36,2838.66,12928.63,3621.47,6076.23,14316.53,1268.36,1235.17,196.49863605254896,357.240969900577,50.89093848634009,152.00109033189253
2010-10-01,1183.26,700.37,9202.45,23096.32,13168.6797,8287.09,2978.84,5675.16,3833.5,6601.37,1882.95,20032.34,7497.31,11105.09,7129.6,2139.29,8823.56,10161.65,6319.04,7068.94,12784.02,4696.22,3439.04,1369.63,9532.44,4463.03,20182.95,3298.0,3102.06,9154.82,3032.52,235.34,1619.38,1158.23,4021.34,806.58,674.49,1527.33,7302.07,16158.86,2520.38,10193.12,5065.39,7689.53,12369.96,9490.89,19710.72,13438.52,5061.52,2768.01,12805.36,3103.2,8710.49,2219.17,16292.07,1450.78,4561.61,701.56,20491.88,1105.56,5243.35,2810.83,13355.26,3565.23,6442.36,15428.98,1303.92,1304.78,193.00918116741994,344.55308287367234,51.81100681073717,152.22721523010648
2010-11-01,1180.55,702.92,9937.04,23007.99,12817.5898,8372.48,2820.18,5528.27,3610.44,6688.49,1908.84,19521.25,7945.57,11564.39,7099.79,2046.34,8803.46,10079.66,6281.36,7231.09,12930.58,4891.31,3380.98,1414.88,9559.25,4307.6,20850.09,3371.63,3233.45,8850.03,2867.12,270.11,1567.24,1172.93,4385.35,808.14,684.39,1429.31,7494.51,16007.91,2524.72,10169.45,5132.4,7795.11,11979.52,9956.87,19864.83,13102.0,5235.46,2831.7,13152.83,3105.51,8253.69,2130.71,15710.59,1405.3,4313.6,648.19,19429.36,1024.69,5350.22,2881.34,13498.11,3580.27,6084.2,14775.6,1235.36,1240.48,193.40003453473852,345.948557760894,51.70629893658989,152.74825204391098
2010-12-01,1257.64,749.48,10228.92,23035.45,12692.4297,8972.5,2808.08,5899.94,3804.78,6914.19,2051.0,20509.09,8941.66,11922.05,7647.9,2068.48,9585.64,10806.5,6024.55,7134.89,13214.18,5034.24,3430.32,1416.18,10037.59,4400.87,21760.13,3563.87,3657.56,9872.18,3425.14,270.97,1625.42,1242.78,4949.93,823.55,689.04,1545.62,8075.93,16724.95,2602.54,10715.99,5456.71,8272.3,12410.16,10416.96,20805.37,13563.55,5712.04,3058.85,14321.41,3355.86,8768.91,2164.66,16584.25,1416.77,4421.79,667.16,20223.64,1060.03,5788.63,3119.2,14587.96,3841.56,6350.36,15435.49,1267.56,1281.38,191.86625770260747,340.4614037975631,52.11963854269774,152.38057825921737
2011-01-01,1286.12,765.14,10237.92,23447.34,12560.6602,9145.35,2790.69,5862.94,4005.5,7077.48,2069.73,18327.76,9859.98,13740.86,7471.71,2011.78,10323.83,10422.13,5548.31,7087.63,13264.03,5111.41,3307.14,1456.8,9703.23,4147.44,21447.41,3435.47,3477.56,10186.22,3355.85,244.56,1512.85,1242.1,5242.13,812.75,633.75,1440.61,8362.0,18512.21,2466.0,10914.93,5550.88,8036.55,12002.4,12027.09,21698.06,13395.97,5790.85,3071.43,13787.16,3383.81,9311.39,2141.44,17051.58,1363.98,4557.87,679.5,20763.37,1060.12,5888.84,3133.26,14580.02,3873.19,6665.65,15912.52,1270.98,1265.43,189.5338365904062,332.1837694118654,52.76102768715957,151.12198562506654
2011-02-01,1327.22,791.44,10624.09,23338.02,12504.5303,8599.65,2905.05,5994.01,4110.35,7272.32,1939.3,17823.4,8669.94,12194.64,7460.01,1777.83,8801.42,9284.18,4916.71,6302.81,13420.6,5024.03,3173.87,1447.84,8603.82,4031.16,19536.91,3252.33,3353.33,10001.54,2975.78,231.41,1511.44,1225.28,4960.01,779.81,598.23,1365.1,7611.84,16870.46,2354.58,10276.58,5247.44,7693.47,11130.51,11386.08,20352.67,12599.03,5497.69,2862.59,12968.38,3133.06,8622.42,2005.59,16044.06,1281.66,4351.4,661.27,19412.55,1020.42,5589.97,2918.81,13747.27,3561.89,6252.4,14831.07,1208.92,1211.32,190.97926877480333,337.2504015244195,52.36170430514989,152.24521247542327
2011-03-01,1325.83,793.85,9755.1,23527.52,13315.8398,8683.3,2928.11,5908.76,3989.18,7041.31,2106.7,19445.22,10875.45,15056.57,8232.59,2002.38,9726.58,10203.13,5084.29,6670.39,15924.3,5108.17,3150.8,1482.77,9281.75,4242.12,21313.99,3446.02,3562.75,10502.32,3002.84,240.98,1565.88,1171.77,5089.23,763.87,603.5,1337.38,8543.95,20125.26,2374.13,11642.01,5829.98,8272.58,12359.1,13401.52,22283.34,13392.92,5970.71,3113.52,14054.84,3411.7,9279.95,2119.46,16924.23,1336.11,4619.72,681.63,20269.44,1041.34,6063.85,3169.15,14889.65,3910.95,6684.83,15574.07,1265.68,1248.55,194.64059760677824,350.1814869413659,51.376743202373696,153.39041142282326
2011-04-01,1363.61,816.66,9849.74,23720.81,13208.71,9007.87,2911.51,6069.9,4106.92,7514.46,2192.36,19135.96,11432.74,17080.88,7946.92,1999.51,10649.03,10823.99,5254.68,6252.69,18348.08,5275.95,3049.47,1502.24,9719.35,4610.81,22325.84,3444.91,3606.75,10039.59,3114.92,233.1,1717.18,1151.11,4966.31,784.42,600.11,1268.29,8897.77,21982.06,2454.54,11721.55,6239.39,8480.58,13268.06,14704.9,23602.13,13932.67,6158.94,3274.24,14310.69,3594.49,9931.09,2138.73,17312.91,1331.32,4829.62,674.54,21131.16,1053.23,6304.93,3306.92,15345.45,4103.85,7048.18,16027.5,1276.06,1257.86,195.32688023507882,352.6508943948494,51.196230585185454,153.78866948330068
2011-05-01,1345.2,805.74,9693.73,23684.13,13268.3897,8988.84,2743.47,5989.99,4006.94,7293.69,2142.47,18503.28,11347.07,16632.53,7426.31,1889.78,10102.67,10554.27,4879.2,6023.51,18779.95,5997.38,3240.86,1575.43,10094.35,4639.62,24236.58,3254.81,3291.63,9313.79,2671.37,234.34,1639.81,1057.48,4900.32,723.22,580.14,1448.29,8567.61,22073.54,2484.09,11203.33,6036.96,8721.1,13130.36,13710.59,22631.84,13689.19,5992.29,3182.78,13690.44,3440.81,9898.94,2107.79,16632.5,1315.58,4673.86,627.82,20436.69,960.53,6142.19,3220.66,14742.32,3934.24,6934.62,15437.47,1230.38,1197.88,200.11939981082216,369.9561041310277,49.97016785705557,155.07044875252228
2011-06-01,1320.64,790.0,9816.09,22398.1,12576.6797,8652.59,2762.08,5945.71,3982.21,7376.24,2100.69,18845.87,10006.27,15580.2,7834.81,1967.27,10826.78,10339.51,5445.35,6201.68,18495.27,5804.84,3376.05,1583.76,9909.79,4740.89,23844.21,3622.74,3308.8,10481.29,2682.13,251.1,1651.14,965.77,4434.84,617.76,608.9,1388.75,8279.19,21919.59,2471.74,11410.89,5764.73,8896.15,13464.63,12647.91,22747.11,14084.59,5792.7,3123.24,13578.45,3375.86,10231.77,2164.37,17356.89,1327.91,4646.52,605.14,20864.25,919.57,5987.56,3162.34,14934.1,3862.77,7076.35,15934.95,1229.74,1175.55,199.8084413974675,368.8063808832046,50.04793556298039,154.8541505710764
2011-07-01,1292.28,771.11,9833.03,22440.25,12373.6397,8644.18,2701.73,5815.19,3672.77,7158.77,2133.21,18197.2,11165.21,15519.77,7957.65,2086.3,10990.22,10691.56,4975.68,6279.09,18367.41,6279.9,3632.66,1710.35,10295.45,5071.55,24567.74,4257.33,3386.0,10456.74,2815.35,259.85,1866.08,964.64,4513.62,607.95,574.9,1301.58,8258.26,22462.83,2477.92,11645.71,5874.83,9190.47,14160.41,13062.56,24140.17,15024.63,5867.34,3123.34,13623.78,3393.35,10463.13,2352.15,17637.18,1463.4,5210.46,671.71,23044.4,1000.34,6080.99,3182.87,15081.54,3880.89,7523.57,17058.55,1342.64,1281.13,201.95150925670254,376.7177293289826,49.51683716950538,155.09164796172982
2011-08-01,1218.89,723.15,8955.2,20534.85,10943.29,7741.36,2567.34,5394.53,3256.76,5784.85,1880.11,16676.75,8890.93,12682.38,6990.75,1770.44,9712.27,9064.89,4018.49,5789.3,16230.87,6103.63,3513.09,1740.36,10468.74,5070.21,24055.02,3950.35,2937.06,9689.22,2372.78,224.26,1907.75,789.71,3909.39,486.29,558.54,1170.58,7361.01,19961.38,2361.33,10551.64,5103.61,8654.47,13261.5,11201.68,20948.58,14054.7,5121.99,2755.89,12044.53,2916.47,9374.8,2134.99,15801.23,1356.88,4605.37,602.93,20712.76,888.91,5314.13,2818.6,13462.84,3409.68,6736.89,15413.58,1207.22,1159.11,208.42941099159006,400.88531729467746,47.97787391148694,157.18264079492118
2011-09-01,1131.42,665.97,8700.29,17592.41,8917.3604,7225.38,2359.22,5128.48,2981.96,5502.02,1769.65,16453.76,7558.87,10196.1,6077.93,1599.77,8711.37,7764.17,3812.88,4724.48,16636.28,5488.18,3336.52,1834.52,9677.52,4844.03,25646.3,3778.75,2721.9,9412.89,1952.08,187.32,1982.3,766.01,4361.38,438.93,562.81,1077.26,6715.67,17575.79,2334.83,9891.24,4967.97,8186.55,12501.8,10012.28,18448.71,13024.86,4998.63,2576.17,10948.87,2664.5,8195.62,1922.52,13879.94,1236.33,4082.8,561.06,18357.49,804.06,5093.57,2654.68,12103.01,3128.35,5956.22,13479.27,1094.81,1052.19,207.4064119440602,396.95012124139396,48.214517122532875,157.3129276015093
2011-10-01,1253.3,741.66,8988.39,19864.87,10512.9902,7587.69,2468.25,5544.22,3242.84,6141.34,1909.03,17705.01,8722.92,11440.1,6509.33,1696.27,9081.84,8585.82,4159.39,5269.92,16994.71,5869.96,3519.56,1847.31,9564.68,4946.95,25716.64,3910.35,2929.04,9748.77,2138.99,183.76,2064.84,880.78,4987.57,500.69,576.88,1263.92,7349.84,19052.36,2432.75,10601.35,5482.86,8647.19,13601.36,11031.68,20561.44,13769.36,5443.91,2746.65,11895.31,2820.94,8685.34,2035.28,14522.02,1313.42,4458.18,644.21,19242.09,922.2,5519.72,2840.59,13019.59,3313.75,6399.0,14228.03,1195.95,1167.23,209.43890962704165,404.73001766908914,47.74661985114179,157.96347833406628
2011-11-01,1246.96,737.78,8434.61,17989.35,9508.9404,6904.12,2333.41,5505.42,3154.62,6088.84,1847.51,16123.46,8295.94,10607.31,6204.26,1674.09,8488.22,8052.76,3873.24,4790.45,16224.44,5994.4,3310.4,1816.09,9073.86,5172.85,25489.72,3725.25,2695.95,9568.81,1903.09,178.31,2057.03,865.19,5157.16,534.46,570.07,1267.41,7097.25,18947.76,2368.02,10206.42,5341.63,8590.4,13414.8,10598.4,19655.86,13422.16,5277.03,2637.55,11399.77,2687.42,8467.12,1975.05,14095.69,1299.79,4312.77,650.78,18389.2,931.06,5324.32,2748.24,12536.35,3179.24,6254.79,13717.56,1173.76,1168.39,211.52822273621177,412.8049998497784,47.27501545961832,159.0407735644733
2011-12-01,1257.6,742.58,8455.35,18434.39,9936.4805,7072.08,2199.42,5572.28,3159.81,5898.35,1825.74,15454.92,7643.21,10445.11,6192.4,1761.0,8448.03,7888.01,3844.88,4697.5,15835.09,5798.23,3316.47,1765.5,8985.06,5363.17,23859.48,3812.25,2554.62,9413.02,1938.26,170.44,1847.35,862.18,5363.47,521.99,563.33,1317.46,6914.73,18262.24,2311.88,10162.41,5350.25,8597.65,13263.59,9806.67,18813.25,13493.77,5216.01,2604.5,10951.99,2666.81,8072.81,1928.54,13350.59,1261.73,4446.28,660.32,18554.03,909.67,5228.09,2720.5,12073.88,3129.63,6183.68,13622.68,1160.15,1143.82,212.25740445948827,415.6510490178178,47.11260851165553,159.62253727965364
2012-01-01,1312.41,779.22,8802.51,20390.49,11299.0498,7517.08,2292.61,5681.61,3298.55,6458.91,1955.79,17193.55,8926.47,11840.58,6881.43,1750.66,9031.95,8719.28,3757.36,5237.88,15851.72,6099.53,3416.45,1707.29,9414.17,5298.1,23327.63,3807.58,2877.17,9491.01,2352.41,189.57,1865.58,946.92,5701.62,603.14,532.62,1412.83,7462.84,18698.92,2337.05,10843.32,5754.24,8809.32,13811.1,11723.8,20258.33,14302.83,5697.32,2733.22,11935.07,2861.64,8571.89,2013.71,14815.86,1368.76,4663.91,662.68,20177.99,947.51,5685.35,2874.54,13242.13,3371.28,6558.76,14804.41,1187.07,1208.28,213.0744394024366,418.85095087269525,46.93195499209016,159.93500479036922
2012-02-01,1365.68,810.36,9723.24,21680.08,11826.7598,8121.44,2428.49,5871.51,3452.45,6856.08,2030.25,17752.68,9526.64,12063.65,7077.06,1739.63,9930.44,9411.28,3896.48,5461.74,15982.95,5948.7,3333.34,1766.15,9182.89,5257.79,24476.49,3525.5,2875.76,9672.83,2450.07,187.47,1892.03,972.68,6230.77,619.8,530.48,1276.62,7611.31,19098.48,2301.53,11427.55,6020.9,8797.8,14144.79,12768.79,20889.94,14880.97,5904.4,2864.87,12369.89,2938.38,8714.16,2004.89,15382.75,1376.75,4886.01,687.24,21173.83,1010.51,5882.58,2994.36,13897.78,3466.46,6750.06,15504.85,1203.03,1255.94,212.85037903501927,417.97005780819785,46.98135866769937,160.10448805148172
2012-03-01,1408.47,834.08,10083.56,20555.58,10640.1602,7933.0,2262.79,5768.45,3423.81,6946.83,2014.04,17404.2,8615.84,11277.29,6448.26,1687.63,9967.15,8687.34,3991.37,5409.67,16612.82,5827.5,3456.99,1713.32,8681.84,5522.28,28293.97,3506.1,2952.33,10018.41,2339.4,175.01,1984.66,961.29,6485.78,557.54,519.44,1201.94,7317.13,18954.33,2345.85,11188.01,6123.98,8726.12,13897.75,11810.24,20117.19,14358.48,5860.59,2911.38,11964.52,2871.27,8342.29,1963.47,14630.36,1357.57,4601.34,661.76,19866.24,963.74,5852.41,3005.72,13487.28,3370.0,6413.72,14564.6,1170.09,1209.39,211.27009894365395,411.7637286098605,47.33277472770538,160.01980162719946
2012-04-01,1397.91,827.68,9520.89,21094.21,11081.0,7501.72,2396.32,5737.78,3212.8,6761.19,1981.99,17318.81,7872.48,9496.85,6265.09,1563.46,9061.51,7807.46,4054.69,5133.78,18621.08,5657.14,3495.22,1682.19,8613.34,5610.87,27654.21,3230.2,2701.73,9751.39,2056.15,156.08,1884.01,948.95,6922.16,509.38,481.92,1181.46,6998.92,18366.27,2288.53,10266.93,6217.38,8707.63,13190.69,10459.26,19475.38,13340.53,5809.25,2911.63,11208.65,2728.06,7838.05,1834.46,13198.69,1277.7,4295.49,621.95,18366.0,903.97,5796.59,2973.75,12539.21,3205.79,5956.51,13397.33,1106.03,1149.94,214.35279899870855,423.78004398247407,46.6520616792144,161.02047054932498
2012-05-01,1310.33,774.61,8542.73,18629.52,9686.0303,7301.5,2372.23,5320.86,3017.01,6264.38,1843.47,16218.53,7288.09,9366.22,5906.16,1453.11,8235.5,7348.57,4087.57,4730.99,17255.2,5409.21,3495.36,1656.01,8134.69,5569.64,27801.26,3509.16,2599.06,9521.86,1966.76,149.39,1775.67,892.58,6014.03,451.19,449.25,1201.48,6578.58,17715.32,2191.56,9661.75,5656.72,8253.13,12543.98,9609.52,18379.2,12512.31,5365.8,2717.57,10618.15,2592.78,7563.37,1737.27,12290.92,1207.95,4041.39,604.25,16842.43,882.03,5377.52,2772.58,11751.93,3024.12,5652.67,12334.47,1065.48,1102.21,217.16936361735043,434.9168603295722,46.04701065303054,162.04785930805588
2012-06-01,1362.16,803.63,9006.78,19441.46,9574.8398,7296.28,2225.43,5571.15,3196.65,6416.28,1854.01,17429.98,7367.05,9472.18,5973.03,1517.29,7924.99,7513.12,4357.95,5088.23,16623.27,5357.28,3498.28,1717.59,7728.46,5644.28,28780.86,3710.47,2663.94,9495.11,1941.49,144.32,1874.73,894.36,5987.86,467.71,475.68,1319.71,6700.0,18015.57,2252.69,10025.92,5618.09,8508.39,12996.24,9663.67,18726.32,12972.26,5364.8,2706.14,10830.04,2617.71,7655.42,1781.1,12165.47,1206.97,4137.89,641.2,17335.51,936.06,5380.48,2775.35,11932.56,3062.92,5740.95,12555.77,1110.07,1134.82,218.51189831885756,440.2941471396196,45.764098325702015,162.56735034618902
2012-07-01,1379.32,810.65,8695.06,19796.81,9674.2695,7270.49,2103.63,5635.28,3291.66,6772.26,1881.99,17236.18,7734.77,9691.65,5990.17,1398.11,7621.0,7867.96,4199.44,4997.26,17141.48,5016.84,3310.75,1717.75,7614.62,5541.82,27908.8,3674.18,2531.91,9169.9,1889.55,148.28,1881.46,879.44,6392.11,484.32,529.73,1332.49,6691.44,17731.63,2263.24,10157.57,5726.38,8683.21,13094.68,10020.58,18245.56,13332.97,5429.49,2795.24,11169.2,2586.96,7410.99,1731.26,11768.15,1172.81,4008.62,613.11,17065.14,894.3,5430.34,2848.36,12176.14,3018.4,5565.77,12247.36,1070.47,1098.71,227.2870152084166,475.6572796432873,43.997234029538575,165.01066961990807
2012-08-01,1406.58,828.86,8839.91,19482.57,9280.25,7397.06,2047.52,5711.48,3413.07,6970.79,1905.12,17429.56,8069.02,9613.87,6122.76,1427.19,7892.13,8286.99,4180.21,5148.03,17176.01,5723.71,3542.5,1919.99,8049.57,5798.56,31285.71,4001.18,2486.9,9975.0,1950.03,156.28,1937.55,907.73,6056.13,512.36,561.08,1385.06,6809.87,18517.02,2368.24,10446.59,5677.05,9179.29,13868.78,10120.33,19686.78,14378.98,5496.8,2751.47,11561.13,2608.87,7786.59,1881.98,12027.17,1304.84,4268.28,679.35,18106.46,975.68,5506.47,2835.67,12639.13,3147.89,5880.09,12870.17,1172.92,1212.75,230.12525486260157,487.5367911204157,43.45459608929316,165.8986073305705
2012-09-01,1440.67,849.28,8870.16,20840.38,9831.6201,7715.16,2086.17,5742.07,3354.82,7216.15,1996.21,18762.74,8102.52,10266.92,6305.63,1436.71,8197.06,8610.7,4242.18,5243.73,17349.15,5352.67,3781.38,2213.1,8141.48,6034.14,32552.47,4179.26,2614.43,10202.08,2116.34,173.24,2002.72,925.58,6584.24,539.97,565.21,1587.98,7002.5,19406.43,2477.15,10757.28,5965.26,9694.44,14269.77,10789.49,20708.52,15031.45,5720.21,2886.53,12040.82,2695.72,8223.59,1949.24,12532.42,1331.29,4605.07,717.16,19638.84,1031.49,5739.27,2968.67,13210.06,3242.34,6276.07,13846.42,1223.38,1261.94,230.50762798962236,489.15696068824263,43.38251227178567,166.18104262824207
2012-10-01,1412.16,833.61,8928.29,21641.82,10582.0498,7166.05,2068.88,5782.7,3429.27,7260.63,1912.06,18505.38,7547.4,9356.46,5816.93,1416.72,7044.1,8329.52,3938.94,5153.01,15471.01,5482.88,3736.03,2120.75,8127.16,6256.77,33363.3,4349.56,2498.43,10212.11,1925.36,183.31,1794.9,913.95,6467.72,579.35,584.73,1645.0,6729.69,19781.67,2443.52,10619.77,5654.06,9756.45,13835.7,10398.94,18924.39,15276.32,5488.99,2714.8,11831.2,2473.88,8032.77,1854.76,11724.68,1291.4,4546.85,707.18,19352.03,1020.82,5511.93,2797.18,12913.81,3024.27,6146.1,13507.46,1184.66,1247.01,231.9378828349742,495.2272076407073,43.114992159840845,166.6737034172219
2012-11-01,1416.18,837.83,9446.01,22030.39,10622.6699,7580.17,1980.12,5866.82,3557.28,7405.5,1932.9,19339.9,7575.6,9307.92,5616.77,1494.08,7231.94,8533.6,4021.32,4882.48,15686.48,5596.98,4056.51,1984.27,8161.36,6373.03,33419.33,4174.97,2415.4,9679.03,1949.58,160.54,1701.66,986.59,6874.91,608.67,592.49,1613.22,6889.51,20170.41,2481.15,10627.99,5778.92,9930.68,13701.78,10590.38,19755.85,15429.4,5522.28,2806.96,11900.2,2507.52,7848.43,1828.47,11454.39,1266.41,4564.11,695.54,19798.76,1012.95,5537.01,2875.59,12927.79,3037.11,6075.73,13559.54,1166.91,1242.52,231.35571688033036,492.7411590782404,43.22348345155671,166.7820181267668
2012-12-01,1426.19,846.37,10395.18,22656.92,11436.1602,7699.5,2269.13,5897.81,3641.07,7612.39,1997.05,19426.71,8002.24,9840.26,5925.81,1480.91,7574.8,8652.23,4074.05,4962.35,15247.15,5784.02,3846.94,2042.96,8601.95,6306.4,33227.46,4330.95,2619.69,9792.16,2124.11,161.71,1608.87,952.91,7417.84,563.39,582.12,1728.69,6938.04,19809.83,2457.29,11025.11,5987.01,10028.18,14147.11,10949.69,19875.58,15642.15,5730.23,2907.56,12223.86,2569.81,8167.83,1832.28,12010.78,1246.21,4633.23,685.69,20211.23,998.17,5756.28,2964.45,13346.6,3081.58,6261.68,13932.31,1160.12,1229.69,229.75571675662786,485.9258019640154,43.52448827461667,167.05617248334158
2013-01-01,1498.11,891.79,11138.66,23729.53,12130.5898,7850.02,2385.42,6276.88,3732.6,7776.05,1961.94,19894.98,7913.24,9308.15,5846.24,1584.0,7520.64,8340.82,3859.98,4841.12,14407.16,5940.51,4037.75,2088.75,8766.19,6246.17,30507.19,4535.26,2772.39,10195.28,2172.94,157.85,1636.82,907.42,7057.66,553.34,614.72,1738.08,6786.41,19635.04,2463.37,11246.34,5794.34,10259.75,14189.35,10655.89,19250.46,15910.36,5702.13,2775.52,12380.8,2450.14,8105.98,1860.45,12029.28,1289.26,4701.68,680.12,20335.64,980.79,5728.0,2847.88,13513.57,3016.03,6269.11,13967.71,1167.07,1234.86,231.62040731437347,493.8133206510656,43.17408865630398,167.79737191777042
2013-02-01,1514.68,901.62,11559.36,23020.27,11437.1699,7897.98,2365.59,6360.81,3723.0,7741.7,2026.49,18861.54,8074.56,9120.55,5834.64,1667.39,7648.78,8369.62,4122.54,4630.33,15542.88,6128.81,4127.21,2205.21,8643.74,6545.26,30513.29,4739.38,2875.74,10140.04,2259.48,172.37,1751.59,961.68,7541.0,588.45,627.21,1771.71,6901.07,20505.06,2548.69,11597.72,6069.97,10595.29,14469.56,11276.59,19639.63,16275.15,5850.43,2923.52,12704.78,2518.9,8250.73,1928.93,12012.87,1337.2,4917.31,726.18,20909.12,1063.7,5878.52,2990.19,13849.85,3090.97,6466.61,14152.69,1223.73,1305.2,235.01459038020215,508.286076571571,42.55054966511734,168.8314958419266
2013-03-01,1569.19,935.52,12397.91,22299.63,10896.2197,7918.61,2236.62,6411.74,3731.42,7795.31,2004.89,18835.77,7543.94,8543.31,5469.21,1758.18,7486.84,8291.74,4148.17,4246.64,15652.42,6408.93,4233.52,2285.6,8880.75,6601.39,30401.9,4995.64,2765.59,9967.66,2184.5,176.73,1814.55,992.61,7529.56,616.05,621.4,1699.05,6677.34,20679.18,2547.7,11557.93,6011.95,10880.95,14802.45,11571.01,19768.99,16828.57,5731.13,2877.91,12321.55,2405.04,8401.85,2008.61,12014.99,1367.93,5129.55,766.93,21634.65,1127.78,5781.66,2956.35,13509.58,2995.12,6653.92,14455.06,1282.69,1362.22,237.91768514073746,520.8436173043465,42.03134371488447,169.81527164421487
2013-04-01,1597.57,949.83,13860.86,22737.01,10917.9697,8093.66,2177.91,6430.12,3856.75,7913.71,1963.95,19504.18,6935.68,8206.35,5236.52,1875.78,6064.0,8007.66,4295.14,3760.64,14082.51,6973.22,4360.02,2493.6,9021.6,6961.79,29569.14,4702.9,2588.72,10124.98,2115.07,188.52,1900.19,1031.18,7534.18,604.54,673.23,1756.28,6408.89,21102.78,2624.41,11687.57,5716.98,11519.37,14798.62,11766.15,19808.21,17309.21,5506.86,2791.92,11822.76,2196.21,8327.61,2065.55,10811.15,1413.3,5404.6,794.66,22212.68,1235.5,5576.52,2880.43,12838.52,2839.64,6756.45,14092.24,1328.24,1451.19,239.76971067771476,528.952435944278,41.70668585174817,170.3335481443205
2013-05-01,1630.74,969.98,13774.54,22392.16,10599.21,8254.8,2300.59,6583.09,3948.59,8348.84,2001.05,19760.3,7019.62,8367.09,5338.8,1762.38,6575.67,8326.09,4315.05,3819.3,15353.11,6844.8,4632.32,2365.28,8600.51,6502.37,29118.05,4631.78,2727.98,10300.31,2163.6,168.1,1941.72,1029.49,7673.53,639.3,731.95,1489.38,6513.8,20434.25,2598.53,12013.5,5939.42,11406.86,15170.67,11941.49,20206.15,17463.53,5649.27,2871.01,12320.84,2278.56,8422.79,2038.0,11219.53,1384.33,5422.27,783.62,22302.03,1222.55,5713.39,2949.76,13299.05,2889.87,6797.68,14251.4,1312.23,1423.11,233.95204613782732,503.28390741177793,42.74380226667791,169.24697825988517
