Date,kodex200,kodex200x2,kbond3y,kbond10y,kbond20y,us500_UH,usbond10y_UH
2010-05-12,18214.0,10310.0,80904.0,72848.4818402493,58306.381134534895,2720.334756303237,8151.349217855658
2010-05-13,18591.0,10695.0,80767.0,72688.82098961838,58046.82316969635,2675.7499897785337,8141.537048127907
2010-05-14,18536.0,10685.0,80848.0,72699.62379071822,58060.114743634906,2628.468660055831,8193.667675151672
2010-05-17,18091.0,10160.0,80794.0,72372.95500299444,57534.376794953074,2681.5888911370384,8326.24202419713
2010-05-18,18028.0,10095.0,80886.0,72496.49350694982,57726.86882085549,2629.630691442773,8337.002505580347
2010-05-19,17838.0,9845.0,80890.0,72507.3471731108,57740.213656223095,2656.619457891297,8468.10417488072
2010-05-20,17561.0,9565.0,80890.0,72518.20246420651,57753.56157654293,2620.714501088876,8744.946283613634
2010-05-24,17677.0,9635.0,81119.0,72994.99265827275,58509.05194437546,2669.694615442386,8887.680777968222
2010-05-25,17207.0,9120.0,81262.0,73119.93116866205,58705.347106416426,2753.497323729476,9167.451471596938
2010-05-26,17308.0,9250.0,81185.0,72731.72037729909,58077.97943727148,2741.2706927378367,9163.611612196351
2010-05-27,17603.0,9570.0,81270.0,73140.70395696454,58727.18128829798,2766.3115021878834,8883.408421230293
2010-05-28,17788.0,9800.0,81219.0,73208.67980265566,58832.33320380331,2666.9849914550173,8724.392422124976
2010-05-31,18006.0,9950.0,81273.0,73106.70978632325,58664.42633285018,2682.8753120735605,8772.279397983197
2010-06-01,17904.0,9890.0,81361.0,73346.48927593709,59045.244008599286,2669.292147160625,8880.392898325836
2010-06-03,18310.0,10340.0,81336.0,73425.40728044124,59168.27476448389,2708.6977835939906,8703.437616911191
2010-06-04,18335.0,10360.0,81246.0,73321.16625960932,58996.23555538982,2619.4070750408578,8834.01865364244
2010-06-07,18042.0,10005.0,81365.0,73506.08053580744,59289.783096387546,2659.789079892696,9099.678427051696
2010-06-08,18187.0,10205.0,81374.0,73459.18956333591,59210.09209917545,2684.7556976464325,9062.340276476809
2010-06-09,18084.0,10090.0,81379.0,73469.90559631832,59223.325599820535,2700.287758560025,9157.411398476086
2010-06-10,18156.0,10200.0,81340.0,73365.6014018515,59051.126323490986,2786.126517704173,9099.124476124714
