날짜,KOSPI
2002-09-02,4.65385169186465
2002-10-01,4.7438444924406
2002-11-01,5.21814254859611
2002-12-02,4.51799856011519
2003-01-02,4.26105111591073
2003-02-03,4.14276457883369
2003-03-03,3.85673146148308
2003-04-01,4.31497480201584
2003-05-02,4.56025917926566
2003-06-02,4.8231101511879
2003-07-01,5.13693304535637
2003-08-01,5.46774658027358
2003-09-01,5.02174226061915
2003-10-01,5.63254139668827
2003-11-03,5.73203743700504
2003-12-01,5.83664506839453
2004-01-02,6.10871130309575
2004-02-02,6.36011519078474
2004-03-02,6.33909287257019
2004-04-01,6.21195104391649
2004-05-03,5.78718502519798
2004-06-01,5.65723542116631
2004-07-01,5.29402447804176
2004-08-02,5.78524118070554
2004-09-01,6.01216702663787
2004-10-01,6.01036717062635
2004-11-01,6.32152627789777
2004-12-01,6.45010799136069
2005-01-03,6.71490280777538
2005-02-01,7.28120950323974
2005-03-02,6.95233981281497
2005-04-01,6.56083513318934
2005-05-02,6.9849532037437
2005-06-01,7.2581713462923
2005-07-01,8.00064794816415
2005-08-01,7.79935205183585
2005-09-01,8.79056875449964
2005-10-04,8.33772498200144
2005-11-01,9.34082073434125
2005-12-01,9.93066954643628
2006-01-02,10.077969762419
2006-02-01,9.87465802735781
2006-03-02,9.78833693304536
2006-04-03,10.2212383009359
2006-05-02,9.48668106551476
2006-06-01,9.32433405327574
2006-07-03,9.34355651547876
2006-08-01,9.73894888408927
2006-09-01,9.87336213102952
2006-10-02,9.82397408207343
2006-11-01,10.311087113031
2006-12-01,10.3272858171346
2007-01-02,9.79287257019439
2007-02-01,10.2040316774658
2007-03-02,10.4575233981282
2007-04-02,11.1032397408207
2007-05-02,12.2455723542117
2007-06-01,12.5529157667387
2007-07-02,13.918430525558
2007-08-01,13.486249100072
2007-09-03,14.0135349172066
2007-10-01,14.8657307415407
2007-11-01,13.7221022318215
2007-12-03,13.6582433405328
2008-01-02,11.6967602591793
2008-02-01,12.3226781857451
2008-03-03,12.2677465802736
2008-04-01,13.1423326133909
2008-05-02,13.3334773218143
2008-06-02,12.0584593232541
2008-07-01,11.4807055435565
2008-08-01,10.6136789056875
2008-09-01,10.4251979841613
2008-10-01,8.0133909287257
2008-11-03,7.74708423326134
2008-12-01,8.09553635709143
2009-01-02,8.36652267818574
2009-02-02,7.6532037437005
2009-03-02,8.68437724982001
2009-04-01,9.85860331173506
2009-05-04,10.0496040316775
2009-06-01,10.0077033837293
2009-07-01,11.2115910727142
2009-08-03,11.4604031677466
2009-09-01,12.0456443484521
2009-10-01,11.3800575953924
2009-11-02,11.1994240460763
2009-12-01,12.1149748020158
2010-01-04,11.5365730741541
2010-02-01,11.4800575953924
2010-03-02,12.1875449964003
2010-04-01,12.5382289416847
2010-05-03,11.8160547156228
2010-06-01,12.2267098632109
2010-07-01,12.6661627069834
2010-08-02,12.5467962562995
2010-09-01,13.4831533477322
2010-10-01,13.5561555075594
2010-11-01,13.7122390208783
2010-12-01,14.7660187185025
2011-01-03,14.9008639308855
2011-02-01,13.9618430525558
2011-03-02,15.167026637869
2011-04-01,15.7837293016559
2011-05-02,15.4245500359971
2011-06-01,15.1237580993521
2011-07-01,15.3578833693305
2011-08-01,13.5357091432685
2011-09-01,12.7404607631389
2011-10-04,13.7439164866811
2011-11-01,13.3010079193665
2011-12-01,13.1442764578834
2012-01-02,14.0805615550756
2012-02-01,14.6166306695464
2012-03-02,14.4999280057595
2012-04-02,14.2691864650828
2012-05-02,13.2719222462203
2012-06-01,13.3478041756659
2012-07-02,13.5492440604752
2012-08-01,13.7157667386609
2012-09-03,14.371562275018
2012-10-02,13.7657307415407
2012-11-01,13.9157667386609
2012-12-03,14.3776097912167
2013-01-02,14.124838012959
2013-02-01,14.5895608351332
2013-03-04,14.4340532757379
2013-04-01,14.1393088552916
2013-05-02,14.406407487401
2013-06-03,13.4148308135349
2013-07-01,13.7799136069114
2013-08-01,13.8686825053996
2013-09-02,14.3769618430526
2013-10-01,14.6154787616991
2013-11-01,14.7218862491001
2013-12-02,14.4804895608351
2014-01-02,13.975161987041
2014-02-03,14.2547876169906
2014-03-03,14.2952483801296
2014-04-01,14.1237580993521
2014-05-02,14.3625629949604
2014-06-02,14.4147588192945
2014-07-01,14.94686825054
2014-08-01,14.8922966162707
2014-09-01,14.5434845212383
2014-10-01,14.1427645788337
2014-11-03,14.260475161987
2014-12-01,13.7911447084233
2015-01-02,14.0335493160547
2015-02-02,14.2966162706983
2015-03-02,14.6942404607631
2015-04-01,15.3143988480922
2015-05-04,15.2253419726422
2015-06-01,14.9330453563715
2015-07-01,14.6159827213823
2015-08-03,13.9776097912167
2015-09-01,14.1311015118791
2015-10-01,14.6110151187905
2015-11-02,14.3410367170626
2015-12-01,14.1203023758099
2016-01-04,13.7657307415407
2016-02-01,13.7988480921526
2016-03-02,14.3689704823614
2016-04-01,14.3567314614831
2016-05-02,14.2793376529878
2016-06-01,14.1853851691865
2016-07-01,14.5154067674586
2016-08-01,14.6483081353492
2016-09-01,14.7129589632829
2016-10-04,14.45781137509
2016-11-01,14.2799136069115
2016-12-01,14.5893448524118
2017-01-02,14.885313174946
2017-02-01,15.0586033117351
2017-03-02,15.5524118070555
2017-04-03,15.8778977681786
2017-05-02,16.8997840172786
2017-06-01,17.2195104391649
2017-07-03,17.2498200143989
